number,boxer_name,boxrec_url,,,,
70,Jerry Judge,https://boxrec.com/en/proboxer/161,,,,
71,Vincent Feigenbutz,https://boxrec.com/en/proboxer/592378,,,,
72,Ilunga Junior Makabu,https://boxrec.com/en/proboxer/457720,,,,
73,Tom Schwarz,https://boxrec.com/en/proboxer/655566,,,,
74,Arthur Abraham,https://boxrec.com/en/proboxer/208432,,,,
75,Martin Bakole,https://boxrec.com/en/proboxer/681602,,,,
76,Harry Greb,https://boxrec.com/en/proboxer/9019,,,,
77,Tommy Morrison,https://boxrec.com/en/proboxer/1465,,,,
78,Julian Jackson,https://boxrec.com/en/proboxer/565,,,,
79,Enzo Maccarinelli,https://boxrec.com/en/proboxer/9195,,,,
80,Cecilia Braekhus,https://boxrec.com/en/proboxer/381360,,,,
81,Tommy Burns,https://boxrec.com/en/proboxer/10744,,,,
82,Riddick Bowe,https://boxrec.com/en/proboxer/1640,,,,
83,Ricardo Lopez,https://boxrec.com/en/proboxer/521,,,,
84,Thomas Hearns,https://boxrec.com/en/proboxer/303,,,,
85,Ray Mancini,https://boxrec.com/en/proboxer/1639,,,,
86,Oliver McCall,https://boxrec.com/en/proboxer/451,,,,
87,Tommy McCarthy,https://boxrec.com/en/proboxer/687666,,,,
88,Jose Carlos Ramirez,https://boxrec.com/en/proboxer/632104,,,,
89,Marvelous Marvin Hagler,https://boxrec.com/en/proboxer/8684,,,,
90,Marco Huck,https://boxrec.com/en/proboxer/280342,,,,
91,Ann Wolfe,https://boxrec.com/en/proboxer/19247,,,,
92,Ricardo Mayorga,https://boxrec.com/en/proboxer/16901,,,,
93,Oscar De La Hoya,https://boxrec.com/en/proboxer/8253,,,,
94,Scott Fitzgerald,https://boxrec.com/en/proboxer/744799,,,,
95,Brandun Lee,https://boxrec.com/en/proboxer/784150,,,,
96,Alexis Arguello,https://boxrec.com/en/proboxer/2179,,,,
97,Louis Toutin,https://boxrec.com/en/proboxer/749870,,,,
98,Hughie Fury,https://boxrec.com/en/proboxer/643611,,,,
99,Tyrone Spong,https://boxrec.com/en/proboxer/713216,,,,
100,Conor McGregor,https://boxrec.com/en/proboxer/802658,,,,
101,Sadam Ali,https://boxrec.com/en/proboxer/482805,,,,
102,Alycia Baumgardner,https://boxrec.com/en/proboxer/789958,,,,
103,Usman Ahmed,https://boxrec.com/en/proboxer/373092,,,,
104,Jarrell Miller,https://boxrec.com/en/proboxer/498837,,,,
105,Murat Gassiev,https://boxrec.com/en/proboxer/583767,,,,
106,Lucia Rijker,https://boxrec.com/en/proboxer/18459,,,,
107,Wisaksil Wangek,https://boxrec.com/en/proboxer/528191,,,,
108,Guillermo Rigondeaux,https://boxrec.com/en/proboxer/492989,,,,
109,Barry McGuigan,https://boxrec.com/en/proboxer/12746,,,,
110,Ted Cheeseman,https://boxrec.com/en/proboxer/725959,,,,
111,Robin Krasniqi,https://boxrec.com/en/proboxer/334763,,,,
112,D'Mitrius Ballard,https://boxrec.com/en/proboxer/640497,,,,
113,Leon Bauer,https://boxrec.com/en/proboxer/717300,,,,
114,Antonio Tarver,https://boxrec.com/en/proboxer/14043,,,,
115,Terry Marsh,https://boxrec.com/en/proboxer/31401,,,,
116,Jimmy Lee,https://boxrec.com/en/proboxer/1039587,,,,
117,Dmitriy Salita,https://boxrec.com/en/proboxer/51096,,,,
118,Gilberto Ramirez,https://boxrec.com/en/proboxer/509666,,,,
119,Vasil Ducar,https://boxrec.com/en/proboxer/795663,,,,
120,Delfine Persoon,https://boxrec.com/en/proboxer/496312,,,,
121,Bakary Samake,https://boxrec.com/en/proboxer/1015543,,,,
122,Francisco Vargas,https://boxrec.com/en/proboxer/528954,,,,
123,Caleb Plant,https://boxrec.com/en/proboxer/684493,,,,
124,Mike McCallum,https://boxrec.com/en/proboxer/566,,,,
125,Adrian Granados,https://boxrec.com/en/proboxer/470122,,,,
126,Hi Yong Choi,https://boxrec.com/en/proboxer/000920,,,,
127,Jarrett Owen,https://boxrec.com/en/proboxer/617091,,,,
128,Khalid Yafai,https://boxrec.com/en/proboxer/613018,,,,
129,Frank Gore,https://boxrec.com/en/proboxer/1045603,,,,
130,Keenan Smith,https://boxrec.com/en/proboxer/532296,,,,
131,Israel Adesanya,https://boxrec.com/en/proboxer/703721,,,,
132,Eddie Hall,https://boxrec.com/en/proboxer/1485,,,,
133,Jorge Kahwagi,https://boxrec.com/en/proboxer/74895,,,,
134,Dwight Muhammad Qawi,https://boxrec.com/en/proboxer/325,,,,
135,Bob Foster,https://boxrec.com/en/proboxer/9000,,,,
136,Marcus Morrison,https://boxrec.com/en/proboxer/697404,,,,
137,Scott Dixon,https://boxrec.com/en/proboxer/9312,,,,
138,Jack Culcay,https://boxrec.com/en/proboxer/518703,,,,
139,Brian Nickels,https://boxrec.com/en/proboxer/32467,,,,
140,Jersey Joe Walcott,https://boxrec.com/en/proboxer/11028,,,,
141,Mary Jo Sanders,https://boxrec.com/en/proboxer/172116,,,,
142,Chayaphon Moonsri,https://boxrec.com/en/proboxer/383177,,,,
143,Ricardo Alvarez,https://boxrec.com/en/proboxer/459569,,,,
144,Luke Gersbeck,https://boxrec.com/en/proboxer/881494,,,,
145,Savannah Marshall,https://boxrec.com/en/proboxer/803108,,,,
146,Randall Cobb,https://boxrec.com/en/proboxer/2540,,,,
147,Jermall Charlo,https://boxrec.com/en/proboxer/471634,,,,
148,Tiger Flowers,https://boxrec.com/en/proboxer/011336,,,,
149,David Coldwell,https://boxrec.com/en/proboxer/23870,,,,
150,Atdhe Delijaj,https://boxrec.com/en/proboxer/1030357,,,,
151,Carlos Zarate,https://boxrec.com/en/proboxer/402,,,,
152,Joe Jennette,https://boxrec.com/en/proboxer/011631,,,,
153,Joey Gamache,https://boxrec.com/en/proboxer/4780,,,,
154,Brandon Gonzales,https://boxrec.com/en/proboxer/384481,,,,
155,Jason Pagara,https://boxrec.com/en/proboxer/425019,,,,
156,Michael Grant,https://boxrec.com/en/proboxer/5847,,,,
157,David Kaminsky,https://boxrec.com/en/proboxer/822657,,,,
158,Chris Finnegan,https://boxrec.com/en/proboxer/10873,,,,
159,Francis Lafreniere,https://boxrec.com/en/proboxer/533189,,,,
160,Saul Lomas,https://boxrec.com/en/proboxer/355186,,,,
161,Nordine Oubaali,https://boxrec.com/en/proboxer/680900,,,,
162,Virgil Green,https://boxrec.com/en/proboxer/551807,,,,
163,Mark Breland,https://boxrec.com/en/proboxer/449,,,,
164,Ed Latimore,https://boxrec.com/en/proboxer/641641,,,,
165,David Reid,https://boxrec.com/en/proboxer/7196,,,,
166,Derek Chisora,https://boxrec.com/en/proboxer/381739,,,,
167,Spencer Fearon,https://boxrec.com/en/proboxer/15029,,,,
168,Lee Rodriguez,https://boxrec.com/en/proboxer/843513,,,,
169,Josue Alvarado,https://boxrec.com/en/proboxer/864532,,,,
170,Hovik Keuchkerian,https://boxrec.com/en/proboxer/25770,,,,
171,Anders Hugger,https://boxrec.com/en/proboxer/344097,,,,
172,Ezzard Charles,https://boxrec.com/en/proboxer/9012,,,,
173,Ramon Alvarez,https://boxrec.com/en/proboxer/445737,,,,
174,Sebastian Caicedo,https://boxrec.com/en/proboxer/1086702,,,,
175,Barry Hall,https://boxrec.com/en/proboxer/902893,,,,
176,Chasity Martin,https://boxrec.com/en/proboxer/738561,,,,
177,Mark Magsayo,https://boxrec.com/en/proboxer/653034,,,,
178,Maciej Miszkin,https://boxrec.com/en/proboxer/495439,,,,
179,Konni Konrad,https://boxrec.com/en/proboxer/148495,,,,
180,Romeo Romaeo,https://boxrec.com/en/proboxer/668419,,,,
181,Buddy Baer,https://boxrec.com/en/proboxer/12131,,,,
182,Hero Tito,https://boxrec.com/en/proboxer/540673,,,,
183,Veljko Raznatovic,https://boxrec.com/en/proboxer/829066,,,,
184,David Rodriguez,https://boxrec.com/en/proboxer/47041,,,,
185,David Potsane,https://boxrec.com/en/proboxer/44590,,,,
186,Tami Mauriello,https://boxrec.com/en/proboxer/12138,,,,
187,David Grayton,https://boxrec.com/en/proboxer/622345,,,,
188,Carlos Monzon,https://boxrec.com/en/proboxer/9036,,,,
189,Josh Leather,https://boxrec.com/en/proboxer/660787,,,,
190,Jimmy Jaynes,https://boxrec.com/en/proboxer/77500,,,,
191,Tony Ayala Jr.,https://boxrec.com/en/proboxer/15471,,,,
192,Gary O'Sullivan,https://boxrec.com/en/proboxer/434752,,,,
193,Matvey Korobov,https://boxrec.com/en/proboxer/469544,,,,
194,Victor Santiago,https://boxrec.com/en/proboxer/32473,,,,
195,Mehdi Sahnoune,https://boxrec.com/en/proboxer/14527.Mehdi+Sahnoune+Youssef+Temsoury+II2001-11-16,,,,
196,Tomas Salek,https://boxrec.com/en/proboxer/796559,,,,
197,Holly Holm,https://boxrec.com/en/proboxer/117628,,,,
198,Jarred Leblanc,https://boxrec.com/en/proboxer/425003,,,,
199,Craig Cunningham,https://boxrec.com/en/proboxer/592365,,,,
200,Haroon Khan,https://boxrec.com/en/proboxer/643615,,,,
201,Oliver James,https://boxrec.com/en/proboxer/565685,,,,
202,Jonny Walker,https://boxrec.com/en/proboxer/260170,,,,
203,Sammy Vasquez,https://boxrec.com/en/proboxer/609076,,,,
204,Aaron Stahl,https://boxrec.com/en/proboxer/979313,,,,
205,Jared Robinson,https://boxrec.com/en/proboxer/507147,,,,
206,Kristian Laight,https://boxrec.com/en/proboxer/216597,,,,
207,Andriy Khamula,https://boxrec.com/en/proboxer/22019,,,,
208,Donny Lalonde,https://boxrec.com/en/proboxer/539,,,,
209,Niko Valdes,https://boxrec.com/en/proboxer/753228,,,,
210,Jack McInnes,https://boxrec.com/en/proboxer/762477,,,,
211,Kid Chocolate,https://boxrec.com/en/proboxer/9006,,,,
212,Tonya Harding,https://boxrec.com/en/proboxer/175290,,,,
213,Luis Feliciano,https://boxrec.com/en/proboxer/787909,,,,
214,Alexander Dimitrenko,https://boxrec.com/en/proboxer/79357,,,,
215,Kenny Weldon,https://boxrec.com/en/proboxer/274,,,,
216,Justin Frost,https://boxrec.com/en/proboxer/771060,,,,
217,Jim Smith,https://boxrec.com/en/proboxer/106304,,,,
218,Alex De Jesus,https://boxrec.com/en/proboxer/291935,,,,
219,Francis Cheka,https://boxrec.com/en/proboxer/185091,,,,
220,Tison Cave,https://boxrec.com/en/proboxer/357244,,,,
221,Danielle Perkins,https://boxrec.com/en/proboxer/886668,,,,
222,Al Raber,https://boxrec.com/en/proboxer/214080,,,,
223,Antonio Counihan,https://boxrec.com/en/proboxer/652730,,,,
224,Trevor Bryant,https://boxrec.com/en/proboxer/554126,,,,
225,Zakaria Attou,https://boxrec.com/en/proboxer/444625,,,,
226,Willie Ferrell,https://boxrec.com/en/proboxer/765014,,,,
227,Dave Holmgren,https://boxrec.com/en/proboxer/23305,,,,
228,Bradley Saunders,https://boxrec.com/en/proboxer/598422,,,,
229,Xhek Paskali,https://boxrec.com/en/proboxer/836846,,,,
230,Kevin Rivers Jr.,https://boxrec.com/en/proboxer/625959,,,,
231,Marianne Marston,https://boxrec.com/en/proboxer/647191,,,,
232,Scott Harrison,https://boxrec.com/en/proboxer/14697,,,,
233,Art Jimmerson,https://boxrec.com/en/proboxer/2044,,,,
234,Joe Lipsey,https://boxrec.com/en/proboxer/6713,,,,
235,Jason Parillo,https://boxrec.com/en/proboxer/76044,,,,
236,Clinton Woods,https://boxrec.com/en/proboxer/7831,,,,
237,Damon Allen,https://boxrec.com/en/proboxer/647758,,,,
238,Billy Collins,https://boxrec.com/en/proboxer/114719,,,,
239,Tim Cronin,https://boxrec.com/en/proboxer/666940,,,,
240,Casimero Mus,https://boxrec.com/en/proboxer/598137,,,,
241,Sam Couzens,https://boxrec.com/en/proboxer/471638,,,,
242,Richie Fa'aoso,https://boxrec.com/en/proboxer/823901,,,,
243,Badou Jack,https://boxrec.com/en/proboxer/497268,,,,
244,Jess Willard,https://boxrec.com/en/proboxer/10602,,,,
245,Marcus Ffrench,https://boxrec.com/en/proboxer/636544,,,,
246,Roman Gonzalez,https://boxrec.com/en/proboxer/319725,,,,
247,Benjamin da Cunha,https://boxrec.com/en/proboxer/757303,,,,
248,Dralot,https://boxrec.com/en/proboxer/823053,,,,
249,Zachary Cooper,https://boxrec.com/en/proboxer/638411,,,,
250,Sac Wright,https://boxrec.com/en/proboxer/581770,,,,
251,Ryan Garcia,https://boxrec.com/en/proboxer/765995,,,,
252,Charley Burley,https://boxrec.com/en/proboxer/9004,,,,
253,Gianluca Gori,https://boxrec.com/en/proboxer/1021776,,,,
254,Noriko Kariya,https://boxrec.com/en/proboxer/314158,,,,
255,Peter Nowaczek,https://boxrec.com/en/proboxer/871173,,,,
256,Franklyn Dwomoh,https://boxrec.com/en/proboxer/1075660,,,,
257,Chika Nakamura,https://boxrec.com/en/proboxer/317368,,,,
258,Giodi Scala,https://boxrec.com/en/proboxer/624386,,,,
259,Jake LaMotta,https://boxrec.com/en/proboxer/9030,,,,
260,Yoshihiro Kamegai,https://boxrec.com/en/proboxer/335572,,,,
261,Henry Moniz,https://boxrec.com/en/proboxer/453682,,,,
262,Joseph Benjamin,https://boxrec.com/en/proboxer/183552,,,,
263,Joe Greene,https://boxrec.com/en/proboxer/301923,,,,
264,Alexandre Lepelley,https://boxrec.com/en/proboxer/426584,,,,
265,Gary Davidson,https://boxrec.com/en/proboxer/42522,,,,
266,Ismail Abdoul,https://boxrec.com/en/proboxer/19825,,,,
267,Dusty Hernandez Harrison,https://boxrec.com/en/proboxer/571019,,,,
268,Dimar Ortuz,https://boxrec.com/en/proboxer/580403,,,,
269,Cedric Pate,https://boxrec.com/en/proboxer/734799,,,,
270,Simon Eubanks,https://boxrec.com/en/proboxer/24896,,,,
271,Panama Al Brown,https://boxrec.com/en/proboxer/8994,,,,
272,Dean Francis,https://boxrec.com/en/proboxer/5770,,,,
273,Eugene Hill Sr,https://boxrec.com/en/proboxer/378189,,,,
274,Serafim Todorov,https://boxrec.com/en/proboxer/017404,,,,
275,Alexander Rigas,https://boxrec.com/en/proboxer/802209,,,,
276,Joe McNally,https://boxrec.com/en/proboxer/382788,,,,
277,Andy Bowen,https://boxrec.com/en/proboxer/64402,,,,
278,Denny Heidrich,https://boxrec.com/en/proboxer/830533,,,,
279,Adam Fiel,https://boxrec.com/en/proboxer/652992,,,,
280,Joey Armstrong,https://boxrec.com/en/proboxer/36773,,,,
281,Bo Gibbs Jr.,https://boxrec.com/en/proboxer/573236,,,,
282,Dennis Lewandowski,https://boxrec.com/en/proboxer/703793,,,,
283,Rick Skelton,https://boxrec.com/en/proboxer/613981,,,,
284,Dan Sherry,https://boxrec.com/en/proboxer/3805,,,,
285,Eusebio Pedroza,https://boxrec.com/en/proboxer/9013,,,,
286,Luis Adrian Bello,https://boxrec.com/en/proboxer/605633,,,,
287,Michael Lara,https://boxrec.com/en/proboxer/1071464,,,,
288,Jesse Garcia,https://boxrec.com/en/proboxer/736446,,,,
289,Lamont Roach,https://boxrec.com/en/proboxer/683920,,,,
290,Chris Eubank Jr.,https://boxrec.com/en/proboxer/588468,,,,
291,Miguel Gomez,https://boxrec.com/en/proboxer/1068385,,,,
292,Eric Altamirano,https://boxrec.com/en/proboxer/699651,,,,
293,Nigel Travis,https://boxrec.com/en/proboxer/393971,,,,
294,Reece Bennett,https://boxrec.com/en/proboxer/715754,,,,
295,Thomas Narmo,https://boxrec.com/en/proboxer/1073542,,,,
296,Markus Fuckner,https://boxrec.com/en/proboxer/700192,,,,
297,Rudolph Ludemann,https://boxrec.com/en/proboxer/591252,,,,
298,Brad Pitt,https://boxrec.com/en/proboxer/510865,,,,
299,Billy Bird,https://boxrec.com/en/proboxer/17871,,,,
300,Joey Leilua,https://boxrec.com/en/proboxer/1045244,,,,
301,Pierre Morange - Boxing Pro 14 bouts,https://boxrec.com/en/proboxer/755186,,,,
302,Arnold Martinez,https://boxrec.com/en/proboxer/632648,,,,
303,Alex Hilton,https://boxrec.com/en/proboxer/17119,,,,
304,Jose Becerra,https://boxrec.com/en/proboxer/44655,,,,
305,Deirdre Gogarty,https://boxrec.com/en/proboxer/18488,,,,
306,Andy Ganigan,https://boxrec.com/en/proboxer/9528,,,,
307,Karla Mora,https://boxrec.com/en/proboxer/579782,,,,
308,Oliver Meng,https://boxrec.com/en/proboxer/815125,,,,
309,Henry Hank,https://boxrec.com/en/proboxer/10851,,,,
310,LeRoy Pryor,https://boxrec.com/en/proboxer/575868,,,,
311,Charlie King,https://boxrec.com/en/proboxer/383389,,,,
312,Bobby Gunn,https://boxrec.com/en/proboxer/287895,,,,
313,Crescencio Ramos,https://boxrec.com/en/proboxer/698014,,,,
314,Dariusz Snarski,https://boxrec.com/en/proboxer/14348,,,,
315,Maxie Rosenbloom,https://boxrec.com/en/proboxer/11349,,,,
316,Kenny Whack,https://boxrec.com/en/proboxer/21887,,,,
317,Jimmy Blou,https://boxrec.com/en/proboxer/23795,,,,
318,Johnny Biggs,https://boxrec.com/en/proboxer/251069,,,,
319,Vince Gigante,https://boxrec.com/en/proboxer/59280,,,,
320,Joe Clancey,https://boxrec.com/en/proboxer/652867,,,,
321,Gerry O'Dowd,https://boxrec.com/en/proboxer/119887,,,,
322,Todd Wilson,https://boxrec.com/en/proboxer/385480,,,,
323,Willie Monroe Jr.,https://boxrec.com/en/proboxer/445588,,,,
324,Jeppe Morell,https://boxrec.com/en/proboxer/745009,,,,
325,Joel Garcia,https://boxrec.com/en/proboxer/536342,,,,
326,Christophe Canclaux,https://boxrec.com/en/proboxer/15439,,,,
327,Marek Piotrowski,https://boxrec.com/en/proboxer/039645,,,,
328,Demetrius Andrade,https://boxrec.com/en/proboxer/468433,,,,
329,Billy Walker,https://boxrec.com/en/proboxer/21293,,,,
330,Jameel Wilson,https://boxrec.com/en/proboxer/38603,,,,
331,Pavel Sour,https://boxrec.com/en/proboxer/785279,,,,
332,Guts Ishimatsu,https://boxrec.com/en/proboxer/159,,,,
333,Larry Middleton,https://boxrec.com/en/proboxer/15809,,,,
334,Dennis Hasson,https://boxrec.com/en/proboxer/436041,,,,
335,Horatio Garcia,https://boxrec.com/en/proboxer/7623,,,,
336,Mark Judge,https://boxrec.com/en/proboxer/76114,,,,
337,Rudy Puga,https://boxrec.com/en/proboxer/576181,,,,
338,Terry O'Connor,https://boxrec.com/en/proboxer/18102,,,,
339,George Dixon,https://boxrec.com/en/proboxer/9015,,,,
340,Jerrell Hodge,https://boxrec.com/en/proboxer/1019949,,,,
341,Joseph Landeros,https://boxrec.com/en/proboxer/773986,,,,
342,Cody Williams,https://boxrec.com/en/proboxer/628133,,,,
343,James Leija Jr.,https://boxrec.com/en/proboxer/726501,,,,
344,Graham Arnold,https://boxrec.com/en/proboxer/21762,,,,
345,Osama Hadifi,https://boxrec.com/en/proboxer/591396,,,,
346,Benny Huertas,https://boxrec.com/en/proboxer/10284,,,,
347,David Feldman,https://boxrec.com/en/proboxer/78248,,,,
348,Eric Asher,https://boxrec.com/en/proboxer/185747,,,,
349,Santos Laciar,https://boxrec.com/en/proboxer/3731,,,,
350,Julio Granado,https://boxrec.com/en/proboxer/382525,,,,
351,Anthony Hess,https://boxrec.com/en/proboxer/752648,,,,
352,Simple Simon,https://boxrec.com/en/proboxer/151772,,,,
353,Karama Leota,https://boxrec.com/en/proboxer/42115,,,,
354,Lenny Bottai,https://boxrec.com/en/proboxer/446113,,,,
355,Laura Contreras,https://boxrec.com/en/proboxer/319805,,,,
356,Jacob Macalolooy,https://boxrec.com/en/proboxer/904234,,,,
357,Taishan Dong,https://boxrec.com/en/proboxer/691769,,,,
358,Marchristopher Adkins,https://boxrec.com/en/proboxer/541632,,,,
359,Agnieszka Rylik,https://boxrec.com/en/proboxer/14400,,,,
360,Bill Kalache,https://boxrec.com/en/proboxer/425028,,,,
361,Feliks Kleins,https://boxrec.com/en/proboxer/530058,,,,
362,Terry Holmes,https://boxrec.com/en/proboxer/544129,,,,
363,Mohamed Benguesmia,https://boxrec.com/en/proboxer/16737,,,,
364,Elianny Jimenez,https://boxrec.com/en/proboxer/784567,,,,
365,Robert Rosenberg,https://boxrec.com/en/proboxer/588068,,,,
366,Maurice Core,https://boxrec.com/en/proboxer/6002,,,,
367,Chuck Wepner,https://boxrec.com/en/proboxer/97,,,,
368,Zack Davies,https://boxrec.com/en/proboxer/707824,,,,
369,Paolo Roberto,https://boxrec.com/en/proboxer/7946,,,,
370,Pele Reid,https://boxrec.com/en/proboxer/6570,,,,
371,Ruben Guerrero,https://boxrec.com/en/proboxer/203423,,,,
372,Vatch Martirosyan,https://boxrec.com/en/proboxer/658548,,,,
373,Kamil Laszczyk,https://boxrec.com/en/proboxer/564505,,,,
374,Steve Cunningham,https://boxrec.com/en/proboxer/36642,,,,
375,Ray Ordonio,https://boxrec.com/en/proboxer/89261,,,,
376,Natu Visinia,https://boxrec.com/en/proboxer/490434,,,,
377,Eugene Maloney,https://boxrec.com/en/proboxer/27585,,,,
378,Johnny Boudreaux,https://boxrec.com/en/proboxer/305,,,,
379,Marcel Cerdan,https://boxrec.com/en/proboxer/9033,,,,
380,Chris Keane,https://boxrec.com/en/proboxer/507571,,,,
381,Max Gagne,https://boxrec.com/en/proboxer/545611,,,,
382,Alpay Yaman,https://boxrec.com/en/proboxer/820084,,,,
383,Gaetan Hart,https://boxrec.com/en/proboxer/2597,,,,
384,Jeremy Hardy,https://boxrec.com/en/proboxer/736125,,,,
385,Rimell Taylor,https://boxrec.com/en/proboxer/118777,,,,
386,Chris Evangelou,https://boxrec.com/en/proboxer/521634,,,,
387,Edit Szigeti,https://boxrec.com/en/proboxer/540533,,,,
388,Jonathan Navarro,https://boxrec.com/en/proboxer/727365,,,,
389,Mauro Mina,https://boxrec.com/en/proboxer/10845,,,,
390,Jose Carmona,https://boxrec.com/en/proboxer/490658,,,,
391,Roger Stafford,https://boxrec.com/en/proboxer/2645,,,,
392,Matt Goddard,https://boxrec.com/en/proboxer/607563,,,,
393,Kenia Enriquez,https://boxrec.com/en/proboxer/619551,,,,
394,Jorge Lacierva,https://boxrec.com/en/proboxer/7936,,,,
395,Juan Dominguez,https://boxrec.com/en/proboxer/383556,,,,
396,Rex Tso,https://boxrec.com/en/proboxer/581384,,,,
397,Dong Hee Kim,https://boxrec.com/en/proboxer/721655,,,,
398,Chris Edwards,https://boxrec.com/en/proboxer/15404,,,,
399,Petteri Kiviniemi,https://boxrec.com/en/proboxer/862598,,,,
400,Izzat Ibragimov,https://boxrec.com/en/proboxer/710091,,,,
401,Izaak Cardona,https://boxrec.com/en/proboxer/651164,,,,
402,Xavier Bocanegra,https://boxrec.com/en/proboxer/1007762,,,,
403,Steven Rodriguez,https://boxrec.com/en/proboxer/977375,,,,
404,Mick Gatto,https://boxrec.com/en/proboxer/168872,,,,
405,Jimmy Lee,https://boxrec.com/en/proboxer/30924,,,,
406,Sydney LeBlanc,https://boxrec.com/en/proboxer/560343,,,,
407,Javier Flores-Benejan,https://boxrec.com/en/proboxer/488898,,,,
408,Daniel Trejo,https://boxrec.com/en/proboxer/260378,,,,
409,Jesus Gutierrez,https://boxrec.com/en/proboxer/529476,,,,
